Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Is opened?,Device,Within work hours,Within workdays,Department color,Department aura,Predicted_Sentiment,Confidence_Score
801,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,2024-03-07,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
802,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,2024-03-14,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
803,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Internal Policies and Procedures,2024-03-08,opened,desktop,yes,yes,brown,aura9,neutral,0.8016245365142822
804,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Project Updates,2024-03-28,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
805,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,HR related topics,2024-03-22,opened,desktop,yes,yes,brown,aura9,neutral,0.8412798047065735
806,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Operational Issues,2024-03-20,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
807,Jorey Deguara,Middle level management,Product development,Minette Southard,Professional,Product development,Product Development,2024-03-05,unopened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
808,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-08,unopened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
809,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-19,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
810,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Technical Support,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.6735418438911438
811,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-18,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
812,Minette Southard,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-30,opened,desktop,no,no,brown,aura9,neutral,0.8804826140403748
813,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Training and Development,2024-03-28,opened,desktop,yes,yes,brown,aura9,neutral,0.6831164360046387
814,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,HR related topics,2024-03-08,opened,desktop,yes,yes,brown,aura9,neutral,0.8412798047065735
815,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-29,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
816,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-26,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
817,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-12,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
818,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Product Development,2024-03-07,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
819,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Internal Policies and Procedures,2024-03-22,opened,mobile,yes,yes,brown,aura9,neutral,0.8016245365142822
820,Jorey Deguara,Middle level management,Product development,Theressa Tuddall,Professional,Product development,Project Updates,2024-03-18,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
821,Theressa Tuddall,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-08,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
822,Theressa Tuddall,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-27,opened,desktop,yes,yes,brown,aura9,neutral,0.8804826140403748
823,Theressa Tuddall,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-13,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
824,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,Product Development,2024-03-27,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
825,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,Product Development,2024-03-07,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
826,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,Product Development,2024-03-08,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
827,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,HR related topics,2024-03-15,opened,desktop,yes,yes,brown,aura9,neutral,0.8412798047065735
828,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,Product Development,2024-03-22,opened,desktop,no,yes,brown,aura9,positive,0.5200981497764587
829,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,Internal Policies and Procedures,2024-03-21,opened,mobile,yes,yes,brown,aura9,neutral,0.8016245365142822
830,Jorey Deguara,Middle level management,Product development,Oran Benge,Professional,Product development,Product Development,2024-03-29,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
831,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-28,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
832,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-28,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
833,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-14,opened,mobile,yes,yes,brown,aura9,negative,0.5376729369163513
834,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Vendor Relations,2024-03-27,opened,desktop,yes,yes,brown,aura9,neutral,0.883733332157135
835,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-30,opened,desktop,no,no,brown,aura9,positive,0.5200981497764587
836,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-13,opened,mobile,yes,yes,brown,aura9,neutral,0.8804826140403748
837,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Project Updates,2024-03-28,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
838,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Meeting Scheduling,2024-03-01,unopened,desktop,no,yes,brown,aura9,neutral,0.8804826140403748
839,Oran Benge,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-22,unopened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
840,Jorey Deguara,Middle level management,Product development,Maggy Putson,Professional,Product development,Internal Policies and Procedures,2024-03-06,opened,desktop,yes,yes,brown,aura9,neutral,0.8016245365142822
841,Jorey Deguara,Middle level management,Product development,Maggy Putson,Professional,Product development,Product Development,2024-03-30,opened,desktop,no,no,brown,aura9,positive,0.5200981497764587
842,Jorey Deguara,Middle level management,Product development,Maggy Putson,Professional,Product development,Meeting Scheduling,2024-03-27,opened,desktop,yes,yes,brown,aura9,neutral,0.8804826140403748
843,Jorey Deguara,Middle level management,Product development,Maggy Putson,Professional,Product development,Project Updates,2024-03-13,opened,desktop,no,yes,brown,aura9,neutral,0.808040976524353
844,Jorey Deguara,Middle level management,Product development,Maggy Putson,Professional,Product development,Product Development,2024-03-22,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
845,Jorey Deguara,Middle level management,Product development,Maggy Putson,Professional,Product development,Internal Policies and Procedures,2024-03-20,opened,desktop,yes,yes,brown,aura9,neutral,0.8016245365142822
846,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,HR related topics,2024-03-27,opened,mobile,yes,yes,brown,aura9,neutral,0.8412798047065735
847,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-27,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
848,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Sales and Marketing,2024-03-13,opened,mobile,yes,yes,brown,aura9,neutral,0.7378632426261902
849,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Legal Matters,2024-03-06,opened,desktop,no,yes,brown,aura9,neutral,0.7993121147155762
850,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Client Related Communication,2024-03-08,opened,desktop,yes,yes,brown,aura9,neutral,0.83217453956604
851,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-14,unopened,mobile,no,yes,brown,aura9,positive,0.5200981497764587
852,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-06,unopened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
853,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-13,opened,mobile,yes,yes,brown,aura9,negative,0.5376729369163513
854,Maggy Putson,Professional,Product development,Jorey Deguara,Middle level management,Product development,Operational Issues,2024-03-15,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
855,Jorey Deguara,Middle level management,Product development,Barry Goundsy,Professional,Product development,Sales and Marketing,2024-03-01,unopened,desktop,yes,yes,brown,aura9,neutral,0.7378632426261902
856,Jorey Deguara,Middle level management,Product development,Barry Goundsy,Professional,Product development,Product Development,2024-03-14,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
857,Jorey Deguara,Middle level management,Product development,Barry Goundsy,Professional,Product development,Vendor Relations,2024-03-12,opened,desktop,yes,yes,brown,aura9,neutral,0.883733332157135
858,Jorey Deguara,Middle level management,Product development,Barry Goundsy,Professional,Product development,Product Development,2024-03-26,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
859,Jorey Deguara,Middle level management,Product development,Barry Goundsy,Professional,Product development,Project Updates,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
860,Barry Goundsy,Professional,Product development,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.8016245365142822
861,Barry Goundsy,Professional,Product development,Jorey Deguara,Middle level management,Product development,Training and Development,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.6831164360046387
862,Barry Goundsy,Professional,Product development,Jorey Deguara,Middle level management,Product development,Product Development,2024-03-07,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
863,Rodrique Coulston,Professional,Product development,Lisette Loweth,Professional,Product development,Product Development,2024-03-18,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
864,Rodrique Coulston,Professional,Product development,Lisette Loweth,Professional,Product development,Operational Issues,2024-03-13,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
865,Rodrique Coulston,Professional,Product development,Lisette Loweth,Professional,Product development,Project Updates,2024-03-13,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
866,Rodrique Coulston,Professional,Product development,Lisette Loweth,Professional,Product development,Legal Matters,2024-03-14,opened,desktop,yes,yes,brown,aura9,neutral,0.7993121147155762
867,Lisette Loweth,Professional,Product development,Rodrique Coulston,Professional,Product development,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,brown,aura9,neutral,0.7378632426261902
868,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Operational Issues,2024-03-06,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
869,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Meeting Scheduling,2024-03-19,opened,desktop,yes,yes,brown,aura9,neutral,0.8804826140403748
870,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Training and Development,2024-03-26,opened,desktop,yes,yes,brown,aura9,neutral,0.6831164360046387
871,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Meeting Scheduling,2024-03-30,opened,desktop,no,no,brown,aura9,neutral,0.8804826140403748
872,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Project Updates,2024-03-07,opened,desktop,yes,yes,brown,aura9,neutral,0.808040976524353
873,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Sales and Marketing,2024-03-14,opened,desktop,no,yes,brown,aura9,neutral,0.7378632426261902
874,Rodrique Coulston,Professional,Product development,Minette Southard,Professional,Product development,Technical Support,2024-03-13,opened,desktop,yes,yes,brown,aura9,neutral,0.6735418438911438
875,Minette Southard,Professional,Product development,Rodrique Coulston,Professional,Product development,Product Development,2024-03-08,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
876,Minette Southard,Professional,Product development,Rodrique Coulston,Professional,Product development,Meeting Scheduling,2024-03-11,opened,desktop,yes,yes,brown,aura9,neutral,0.8804826140403748
877,Minette Southard,Professional,Product development,Rodrique Coulston,Professional,Product development,Operational Issues,2024-03-15,opened,desktop,yes,yes,brown,aura9,negative,0.5376729369163513
878,Minette Southard,Professional,Product development,Rodrique Coulston,Professional,Product development,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,brown,aura9,neutral,0.7378632426261902
879,Minette Southard,Professional,Product development,Rodrique Coulston,Professional,Product development,Legal Matters,2024-03-20,opened,mobile,yes,yes,brown,aura9,neutral,0.7993121147155762
